"Country","ISOCode","Year","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","PopulationInMillions","ChildrenPerWoman","ChildMortalityRate","LaborRate","LifeExpectancy","NumCode"
"Cabo Verde","CPV","1971",NA,NA,NA,0.271309,6.913,137.6,NA,53.97,132
"Cambodia","KHM","1971",NA,NA,NA,7.139647,6.332,NA,NA,39.699,116
"Cameroon","CMR","1971",NA,NA,152.3245868,6.689662,6.246,202.8,NA,47.053,120
"Canada","CAN","1971",NA,5.099999905,9166.683666,21.962032,2.141,21,NA,73.02926829,124
"Cayman Islands","CYM","1971",NA,NA,NA,0.00958,NA,NA,NA,NA,136
"Central African Republic","CAF","1971",NA,NA,NA,1.840518,5.956,218.1,NA,43.036,140
"Chad","TCD","1971",NA,NA,NA,3.726189,6.582,NA,NA,41.813,148
"Channel Islands","CHI","1971",NA,NA,NA,0.122413,2.019,NA,NA,71.919,NA
"Chile","CHL","1971",NA,NA,761.2599642,9.942727,3.654,78.8,NA,62.895,152
"China","CHN","1971",NA,NA,151.9893473,841.105,5.403,106.2,NA,60.303,156
"Colombia","COL","1971",NA,NA,414.7885408,22.003983,5.057,94.1,NA,62.629,170
"Comoros","COM","1971",NA,NA,NA,0.234644,7.06,221,NA,46.103,174
"Congo, Dem. Rep.","COD","1971",NA,NA,162.273348,20.564067,6.244,244.4,NA,44.247,180
"Congo, Rep.","COG","1971",NA,NA,56.37312861,1.365899,6.289,137.5,NA,51.126,178
"Costa Rica","CRI","1971",NA,NA,605.4606432,1.896077,4.369,70.1,NA,66.378,188
"Cote d'Ivoire","CIV","1971",NA,NA,97.02098656,5.328744,7.941,236,NA,44.979,384
"Croatia","HRV","1971",NA,NA,NA,4.431275,1.973,NA,NA,68.50163415,191
"Cuba","CUB","1971",NA,NA,505.8590453,8.868083,3.774,35,NA,70.306,192
"Curacao","CUW","1971",NA,NA,4091.214405,0.147389,NA,NA,NA,NA,531
"Cyprus","CYP","1971",NA,NA,990.5630747,0.620859,2.547,38.2,NA,72.825,196
"Czech Republic","CZE","1971",NA,NA,3424.202043,9.826815,2,NA,NA,69.67707317,203
"Denmark","DNK","1971",NA,NA,3059.362184,4.963126,2.04,15.8,NA,73.41463415,208
"Djibouti","DJI","1971",NA,NA,NA,0.169372,6.823,NA,NA,49.827,262
"Dominica","DMA","1971",NA,NA,NA,0.071568,NA,49.9,NA,NA,212
"Dominican Republic","DOM","1971",NA,NA,327.843344,4.62721,5.984,120.1,NA,58.671,214
"Ecuador","ECU","1971",NA,NA,144.5397122,6.247418,6.011,133.7,NA,58.718,218
"Egypt, Arab Rep.","EGY","1971",NA,NA,204.3503169,35.31191,6.144,241.5,NA,52.479,818
"El Salvador","SLV","1971",NA,NA,169.4933687,3.770059,6.087,147,NA,55.32,222
"Equatorial Guinea","GNQ","1971",NA,NA,NA,0.298846,5.808,NA,NA,40.156,226
"Eritrea","ERI","1971",NA,NA,NA,1.347176,6.636,NA,NA,43.545,232
"Estonia","EST","1971",NA,NA,NA,1.376955,2.19,NA,NA,69.90534146,233
"Eswatini","SWZ","1971",NA,NA,NA,0.443977,6.871,164.4,NA,48.788,748
"Ethiopia","ETH","1971",NA,NA,18.87267043,29.248643,7.02,244.2,NA,43.213,231
"Faroe Islands","FRO","1971",NA,NA,NA,0.039458,3.2,NA,NA,NA,234
"Fiji","FJI","1971",NA,NA,NA,0.531635,4.397,57,NA,62.512,242
"Finland","FIN","1971",NA,1.539999962,4889.504272,4.612124,1.68,15.4,NA,70.01756098,246
"France","FRA","1971",NA,4.550000191,2751.886709,52.371342,2.47,17.4,NA,71.90731707,250
"French Polynesia","PYF","1971",NA,NA,NA,0.114382,4.98,NA,NA,60.518,258
"Gabon","GAB","1971",NA,NA,186.4761502,0.600613,5.143,NA,NA,47.967,266
"Gambia, The","GMB","1971",NA,NA,NA,0.478116,6.193,291,NA,38.734,270
"Georgia","GEO","1971",NA,NA,NA,4.163,2.665,NA,NA,67.766,268
"Germany","DEU","1971",NA,NA,4064.454716,78.312842,1.92,24.9,NA,70.74287805,276
"Ghana","GHA","1971",NA,NA,308.0268407,8.973244,6.936,200.8,NA,49.625,288
"Gibraltar","GIB","1971",NA,NA,1551.403158,0.029006,NA,NA,NA,NA,292
"Greece","GRC","1971",NA,NA,1198.273906,8.831036,2.32,29.1,NA,71.22656098,300
"Greenland","GRL","1971",NA,NA,NA,0.0472,NA,NA,NA,NA,304
"Grenada","GRD","1971",NA,NA,NA,0.094221,4.561,54.4,NA,65.88,308
"Guam","GUM","1971",NA,NA,NA,0.085726,4.248,NA,NA,66.074,316
"Guatemala","GTM","1971",NA,NA,123.4443551,5.589563,6.62,165.3,NA,53.091,320
"Guinea","GIN","1971",NA,NA,NA,4.223051,6.262,314.3,NA,36.932,324
"Guinea-Bissau","GNB","1971",NA,NA,NA,0.718364,6.06,NA,NA,40.961,624
"Guyana","GUY","1971",NA,NA,NA,0.713684,5.226,73.4,NA,61.868,328
"Haiti","HTI","1971",NA,NA,12.40230035,4.757182,5.692,236.1,NA,46.508,332
"Honduras","HND","1971",NA,NA,126.5133806,2.798123,7.195,140.2,NA,53.14,340
"Hong Kong SAR, China","HKG","1971",NA,NA,1297.802388,4.0453,3.459,NA,NA,71.45853659,344
"Hungary","HUN","1971",NA,NA,1711.303273,10.367537,1.93,38,NA,69.05243902,348
"Iceland","ISL","1971",NA,NA,7001.523547,0.206098,2.92,15.4,NA,73.5704878,352
"India","IND","1971",NA,NA,97.77271873,567.868018,5.519,209.9,NA,48.398,356
"Indonesia","IDN","1971",NA,NA,14.35356238,117.880144,5.413,160.5,NA,53.14,360
"Iran, Islamic Rep.","IRN","1971",NA,NA,274.1312793,29.281591,6.359,184.6,NA,51.661,364
"Iraq","IRQ","1971",NA,NA,259.3641678,10.25585,7.308,108.2,NA,58.856,368
"Ireland","IRL","1971",NA,NA,1884.661018,2.99205,3.93,21.7,NA,71.12853659,372
"Isle of Man","IMN","1971",NA,NA,NA,0.056359,NA,NA,NA,NA,833
"Israel","ISR","1971",NA,NA,2288.693385,3.069,3.774,28.1,NA,71.71902439,376
"Italy","ITA","1971",NA,9.510000229,2152.773938,54.07349,2.4,31.8,NA,71.80682927,380
"Jamaica","JAM","1971",NA,NA,815.0079085,1.904276,5.305,55,NA,68.2,388
"Japan","JPN","1971",NA,1.100000024,3415.688241,105.697,2.16,16.5,NA,72.88292683,392
"Jordan","JOR","1971",NA,NA,130.9984291,1.809182,7.876,85.1,NA,60.864,400
"Kazakhstan","KAZ","1971",NA,NA,NA,13.250213,3.59,84.9,NA,62.56690244,398
"Kenya","KEN","1971",NA,NA,77.60576069,11.713048,8.051,147.3,NA,53.118,404
"Kiribati","KIR","1971",NA,NA,NA,0.05198,5.273,135.1,NA,52.782,296
"Korea, Dem. People’s Rep.","PRK","1971",NA,NA,909.0773429,14.809521,4.21,NA,NA,NA,408
"Korea, Rep.","KOR","1971",NA,3.289999962,295.5961286,32.882704,4.54,57,NA,62.61219512,410
"Kosovo","XKX","1971",NA,NA,NA,1.247,NA,NA,NA,NA,NA
"Kuwait","KWT","1971",NA,NA,3021.37879,0.798642,7.018,65.7,NA,66.169,414
"Kyrgyz Republic","KGZ","1971",NA,NA,NA,3.0223,5.147,NA,NA,60.55441463,417
"Lao PDR","LAO","1971",NA,NA,NA,2.762265,5.979,NA,NA,46.578,418
"Latvia","LVA","1971",NA,NA,NA,2.376389,2,NA,NA,70.16463415,428
"Lebanon","LBN","1971",NA,NA,525.4780385,2.354047,4.836,60.4,NA,66.323,422
"Lesotho","LSO","1971",NA,NA,NA,1.052614,5.808,174.4,NA,51.048,426
"Liberia","LBR","1971",NA,NA,NA,1.436738,6.736,279.2,NA,39.98,430
"Libya","LBY","1971",NA,NA,178.6238424,2.228146,8.147,125.8,NA,57.046,434
"Liechtenstein","LIE","1971",NA,NA,NA,0.021728,NA,NA,NA,NA,438
"Lithuania","LTU","1971",NA,NA,NA,3.179041,2.41,21.6,NA,71.73536585,440
"Luxembourg","LUX","1971",NA,NA,11871.35135,0.342421,1.95,21.1,NA,70.08143902,442
"Macao SAR, China","MAC","1971",NA,NA,NA,0.248738,1.979,NA,NA,69.869,446
"Madagascar","MDG","1971",NA,NA,NA,6.75785,7.248,151.7,NA,45.257,450
"Malawi","MWI","1971",NA,NA,NA,4.82909,7.345,336.4,NA,40.254,454
"Malaysia","MYS","1971",NA,NA,313.13184,11.062433,4.88,51.3,NA,65.013,458
"Maldives","MDV","1971",NA,NA,NA,0.119302,7.201,247.3,NA,44.908,462
"Mali","MLI","1971",NA,NA,NA,6.04453,7.141,370,NA,33.078,466
"Malta","MLT","1971",NA,NA,1007.598282,0.3027,2.06,26.5,NA,71.52253659,470
"Marshall Islands","MHL","1971",NA,NA,NA,0.021313,NA,76.6,NA,NA,584
"Mauritania","MRT","1971",NA,NA,NA,1.181674,6.774,190.7,NA,50.788,478
"Mauritius","MUS","1971",NA,NA,146.5629208,0.83923,3.741,77.7,NA,63.25334146,480
"Mexico","MEX","1971",NA,NA,507.5139554,53.076373,6.51,102.8,NA,61.829,484
"Micronesia, Fed. Sts.","FSM","1971",NA,NA,NA,0.062082,6.925,NA,NA,59.265,583
"Moldova","MDA","1971",NA,NA,NA,2.479871,2.56,64.1,NA,65.134,498
"Monaco","MCO","1971",NA,NA,NA,0.023721,NA,NA,NA,NA,492
"Mongolia","MNG","1971",NA,NA,NA,1.31705,7.546,NA,NA,55.819,496
"Montenegro","MNE","1971",NA,NA,NA,0.515449,2.68,NA,NA,70.476,499
"Morocco","MAR","1971",NA,NA,125.1920309,16.350881,6.552,183.1,NA,52.94,504
"Mozambique","MOZ","1971",NA,NA,51.55613418,9.232655,6.706,275.2,NA,41.567,508
"Myanmar","MMR","1971",NA,NA,19.81102503,27.91375,5.884,170.4,NA,49.258,104
"Namibia","NAM","1971",NA,NA,NA,0.842354,6.521,96.4,NA,53.184,516
"Nauru","NRU","1971",NA,NA,NA,0.006678,NA,NA,NA,NA,520
"Nepal","NPL","1971",NA,NA,6.004552749,12.323982,5.901,258.9,NA,41.457,524
"Netherlands","NLD","1971",NA,NA,3146.463257,13.194497,2.36,15.3,NA,73.8095122,528
"New Caledonia","NCL","1971",NA,NA,NA,0.12,4.175714286,NA,NA,63.47804878,540
"New Zealand","NZL","1971",NA,NA,4694.006309,2.853,3.194,20.3,NA,71.77317073,554
"Nicaragua","NIC","1971",NA,NA,224.8784024,2.481341,6.819,165.7,NA,54.147,558
"Niger","NER","1971",NA,NA,NA,4.637988,7.58,330.2,NA,36.031,562
"Nigeria","NGA","1971",NA,NA,28.57043974,57.296983,6.522,273.8,NA,41.392,566
"North Macedonia","MKD","1971",NA,NA,NA,1.739521,3.044,NA,NA,66.736,807
"Northern Mariana Islands","MNP","1971",NA,NA,NA,0.013429,NA,NA,NA,NA,580
"Norway","NOR","1971",NA,NA,14084.40961,3.903039,2.49,15.6,NA,74.17926829,578
"Oman","OMN","1971",NA,NA,14.68687581,0.748968,7.35,216.2,NA,51.087,512
"Pakistan","PAK","1971",NA,NA,93.4803468,59.734481,6.602,186.6,NA,53.192,586
"Palau","PLW","1971",NA,NA,NA,0.012053,NA,NA,NA,NA,585
"Panama","PAN","1971",NA,NA,525.2406607,1.563093,5.06,62.9,NA,66.018,591
"Papua New Guinea","PNG","1971",NA,NA,NA,2.849532,6.137,137.9,NA,46.653,598
"Paraguay","PRY","1971",NA,NA,81.62869355,2.535873,5.591,77,NA,65.506,600
"Peru","PER","1971",NA,NA,390.6372244,13.836367,6.207,160.9,NA,54.935,604
"Philippines","PHL","1971",NA,6.610000134,235.7687008,36.849675,6.152,83.1,NA,63.19,608
"Poland","POL","1971",NA,NA,1955.770433,32.7835,2.25,34.4,NA,69.61219512,616
"Portugal","PRT","1971",NA,NA,835.2850312,8.643756,3,63.5,NA,66.77073171,620
"Puerto Rico","PRI","1971",NA,11.10999966,NA,2.76219,3.068,NA,NA,71.85909756,630
"Qatar","QAT","1971",NA,NA,2637.881655,0.119414,6.855,61.4,NA,68.713,634
"Romania","ROU","1971",NA,NA,1632.08419,20.461567,2.67,50,NA,68.50414634,642
"Russian Federation","RUS","1971",NA,NA,NA,131.155,2.03,36.5,NA,68.37658537,643
"Rwanda","RWA","1971",NA,NA,NA,3.871439,8.252,225,NA,44.772,646
"Samoa","WSM","1971",NA,NA,NA,0.145413,7.119,68.4,NA,60.256,882
"San Marino","SMR","1971",NA,NA,NA,0.019389,NA,NA,NA,NA,674
"Sao Tome and Principe","STP","1971",NA,NA,NA,0.076347,6.49,86.1,NA,55.907,678
"Saudi Arabia","SAU","1971",NA,NA,323.7372689,6.100626,7.289,NA,NA,53.771,682
"Senegal","SEN","1971",NA,NA,73.84548061,4.38754,7.261,283,NA,39.814,686
"Serbia","SRB","1971",NA,NA,NA,NA,2.3,NA,NA,NA,688
"Seychelles","SYC","1971",NA,NA,NA,0.054695,NA,70.4,NA,NA,690
"Sierra Leone","SLE","1971",NA,NA,NA,2.798724,6.524,327.6,NA,36.599,694
"Singapore","SGP","1971",NA,NA,1154.810923,2.1129,3.02,25.7,NA,68.65046341,702
"Sint Maarten (Dutch part)","SXM","1971",NA,NA,NA,NA,NA,NA,NA,NA,534
"Slovak Republic","SVK","1971",NA,NA,2696.684044,4.557449,2.43,NA,NA,70.0994878,703
"Slovenia","SVN","1971",NA,NA,NA,1.738335,2.22,NA,NA,68.83414634,705
"Solomon Islands","SLB","1971",NA,NA,NA,0.166162,7.04,97.3,NA,56.998,90
"Somalia","SOM","1971",NA,NA,NA,3.472367,7.151,NA,NA,41.342,706
"South Africa","ZAF","1971",NA,NA,2239.902625,22.665271,5.601,NA,NA,53.157,710
"South Sudan","SSD","1971",NA,NA,NA,3.5759,6.892,NA,NA,36.186,728
"Spain","ESP","1971",NA,NA,1534.982698,34.22449,2.9,NA,NA,71.6302439,724
"Sri Lanka","LKA","1971",NA,NA,57.6569125,12.747821,4.208,69.2,NA,64.528,144
"St. Kitts and Nevis","KNA","1971",NA,NA,NA,0.044489,NA,NA,NA,NA,659
"St. Lucia","LCA","1971",NA,NA,NA,0.105247,5.953,67.4,NA,64.124,662
"St. Martin (French part)","MAF","1971",NA,NA,NA,0.005944,NA,NA,NA,NA,663
"St. Vincent and the Grenadines","VCT","1971",NA,NA,NA,0.091491,5.828,74,NA,64.026,670
"Sudan","SDN","1971",NA,NA,NA,10.621472,6.899,154.9,NA,52.583,729
"Suriname","SUR","1971",NA,NA,NA,0.36923,5.504,NA,NA,63.199,740
"Sweden","SWE","1971",NA,2.769999981,7674.294491,8.098334,1.96,12.9,NA,74.62390244,752
"Switzerland","CHE","1971",NA,NA,4615.348218,6.213399,2.04,17.6,NA,73.13073171,756
"Syrian Arab Republic","SYR","1971",NA,5.099999905,176.2327197,6.570857,7.566,98.4,NA,59.6,760
"Tajikistan","TJK","1971",NA,NA,NA,3.020413,6.943,NA,NA,54.427,762
"Tanzania","TZA","1971",NA,NA,30.34706956,13.971695,6.765,209.5,NA,47.188,834
"Thailand","THA","1971",NA,NA,120.3268063,37.963278,5.397,93.9,NA,59.887,764
"Timor-Leste","TLS","1971",NA,NA,NA,0.585251,5.58,NA,NA,39.574,626
"Togo","TGO","1971",NA,NA,64.05381985,2.185662,7.136,217.5,NA,47.175,768
"Tonga","TON","1971",NA,NA,NA,0.085499,5.761,46.1,NA,64.357,776
"Trinidad and Tobago","TTO","1971",NA,NA,1036.891794,0.955741,3.484,50.4,NA,64.844,780
"Tunisia","TUN","1971",NA,NA,155.1302621,5.176295,6.591,169.6,NA,52.299,788
"Turkey","TUR","1971",NA,NA,246.300461,35.720599,5.529,182,NA,52.887,792
"Turkmenistan","TKM","1971",NA,NA,NA,2.258965,6.323,NA,NA,58.765,795
"Turks and Caicos Islands","TCA","1971",NA,NA,NA,0.005971,NA,NA,NA,NA,796
"Tuvalu","TUV","1971",NA,NA,NA,0.005766,NA,NA,NA,NA,798
"Uganda","UGA","1971",NA,NA,NA,9.67186,7.111,190.8,NA,49.43,800
"Ukraine","UKR","1971",NA,NA,NA,47.43501,2.12,33.8,NA,70.18263415,804
"United Arab Emirates","ARE","1971",NA,NA,681.1522646,0.277471,6.579,88.2,NA,62.099,784
"United Kingdom","GBR","1971",NA,1.200000048,4254.652412,55.896223,2.41,20.6,NA,72.27317073,826
"United States","USA","1971",NA,6.900000095,7517.304646,207.661,2.266,22.4,NA,71.10731707,840
"Uruguay","URY","1971",NA,8.600000381,732.0064962,2.818281,2.938,53.3,NA,68.664,858
"Uzbekistan","UZB","1971",NA,NA,NA,12.446443,6.263,NA,NA,62.66,860
"Vanuatu","VUT","1971",NA,NA,NA,0.08801,6.202,103.8,NA,54.981,548
"Venezuela, RB","VEN","1971",NA,NA,1050.830733,11.745945,5.174,60.4,NA,65.428,862
"Vietnam","VNM","1971",NA,NA,40.32907536,44.484035,6.421,81.3,NA,58.98,704
"Virgin Islands (U.S.)","VIR","1971",NA,NA,NA,0.070937,4.976,NA,NA,69.35114634,850
"West Bank and Gaza","PSE","1971",NA,NA,NA,NA,NA,NA,NA,NA,275
"Yemen, Rep.","YEM","1971",NA,NA,33.22541697,6.290365,8.432,314.9,NA,37.888,887
"Zambia","ZMB","1971",NA,NA,1021.248261,4.319224,7.383,175.3,NA,50.542,894
"Zimbabwe","ZWE","1971",NA,NA,649.9930071,5.476982,7.425,113.5,NA,57.135,716
"Arab World","ARB","1971",NA,NA,197.0081799,125.164745,6.874841593,NA,NA,52.8229318,NA
"Caribbean small states","CSS","1971",NA,NA,NA,4.95308,4.726030968,NA,NA,65.88038862,NA
"Central Europe and the Baltics","CEB","1971",NA,NA,2088.953932,99.635258,2.259077215,NA,NA,69.48516575,NA
"Early-demographic dividend","EAR","1971",NA,NA,194.1592705,1277.799446,5.844009721,NA,NA,51.26822361,NA
"East Asia & Pacific","EAS","1971",NA,NA,471.9816275,1324.084715,5.052297831,NA,NA,60.65657691,NA
"East Asia & Pacific (excluding high income)","EAP","1971",NA,NA,143.1548489,1147.907425,5.466132697,NA,NA,59.16426008,NA
"East Asia & Pacific (IDA & IBRD countries)","TEA","1971",NA,NA,133.0023666,1133.088651,5.484867467,NA,NA,59.14616073,NA
"Euro area","EMU","1971",NA,NA,2823.747996,288.92342,2.344504966,NA,NA,71.26596774,NA
"Europe & Central Asia","ECS","1971",NA,NA,NA,743.1406,2.54286462,NA,NA,69.10567822,NA
"Europe & Central Asia (excluding high income)","ECA","1971",NA,NA,NA,296.984134,2.846590602,NA,NA,65.92163003,NA
"Europe & Central Asia (IDA & IBRD countries)","TEC","1971",NA,NA,NA,354.660476,2.769384895,NA,NA,66.45645804,NA
"European Union","EUU","1971",NA,NA,2763.649636,388.391969,2.311755416,NA,NA,70.9388989,NA
"Fragile and conflict affected situations","FCS","1971",NA,NA,158.6790313,239.356566,6.570023249,NA,NA,46.07812926,NA
"Heavily indebted poor countries (HIPC)","HPC","1971",NA,NA,NA,213.272637,6.868327119,NA,NA,44.25842592,NA
"High income","HIC","1971",NA,NA,4137.870836,883.416585,2.476640289,NA,NA,70.77334387,NA
"IBRD only","IBD","1971",NA,NA,249.8493363,2425.732843,5.040828196,NA,NA,57.67604016,NA
"IDA & IBRD total","IBT","1971",NA,NA,224.2288291,2927.364511,5.325134855,NA,NA,55.76891673,NA
"IDA blend","IDB","1971",NA,NA,89.86691494,159.323752,6.631771844,NA,NA,49.42739131,NA
"IDA only","IDX","1971",NA,NA,70.79686468,342.307916,6.793439454,NA,NA,45.2049485,NA
"IDA total","IDA","1971",NA,NA,77.88557431,501.631668,6.74271647,NA,NA,46.54904609,NA
"Late-demographic dividend","LTE","1971",NA,NA,290.1218996,1370.950391,4.740732411,NA,NA,61.59482439,NA
"Latin America & Caribbean","LCN","1971",NA,NA,502.8911718,292.906467,5.105315254,NA,NA,60.88113979,NA
"Latin America & Caribbean (excluding high income)","LAC","1971",NA,NA,487.1503337,274.032328,5.218652498,NA,NA,60.55860199,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1971",NA,NA,500.9003121,280.552933,5.172660361,NA,NA,60.46095591,NA
"Least developed countries: UN classification","LDC","1971",NA,NA,55.49877633,314.344629,6.78100992,NA,NA,44.26573435,NA
"Low & middle income","LMY","1971",NA,NA,192.1738009,2877.092413,5.392055284,NA,NA,55.5214318,NA
"Low income","LIC","1971",NA,NA,NA,187.45956,6.721612201,NA,NA,44.7967459,NA
"Lower middle income","LMC","1971",NA,NA,100.1194269,1125.478859,5.771383203,NA,NA,50.58174303,NA
"Middle East & North Africa","MEA","1971",NA,NA,271.8826926,142.307879,6.673128748,NA,NA,53.35716169,NA
"Middle East & North Africa (excluding high income)","MNA","1971",NA,NA,199.101352,130.670746,6.727175263,NA,NA,52.74820885,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1971",NA,NA,199.101352,130.670746,6.727175263,NA,NA,52.74820885,NA
"Middle income","MIC","1971",NA,NA,192.2866403,2689.632853,5.298492199,NA,NA,56.27124914,NA
"North America","NAC","1971",NA,NA,7675.057614,229.677632,2.253659775,NA,NA,71.2911399,NA
"Not classified","INX","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members","OED","1971",NA,NA,3872.877467,928.06335,2.777505301,NA,NA,69.63408238,NA
"Other small states","OSS","1971",NA,NA,NA,11.255183,4.88956299,NA,NA,55.60385123,NA
"Pacific island small states","PSS","1971",NA,NA,NA,1.176591,5.495355386,NA,NA,60.33945527,NA
"Post-demographic dividend","PST","1971",NA,NA,4429.035064,849.163942,2.374800742,NA,NA,71.11224736,NA
"Pre-demographic dividend","PRE","1971",NA,NA,101.1800849,245.537549,6.863988769,NA,NA,44.00324377,NA
"Small states","SST","1971",NA,NA,NA,17.384854,4.885761249,NA,NA,58.81471427,NA
"South Asia","SAS","1971",NA,NA,87.196439,730.107637,5.737287557,NA,NA,48.6237782,NA
"South Asia (IDA & IBRD)","TSA","1971",NA,NA,87.196439,730.107637,5.737287557,NA,NA,48.6237782,NA
"Sub-Saharan Africa","SSF","1971",NA,NA,321.2100128,298.284068,6.759170416,NA,NA,44.92788517,NA
"Sub-Saharan Africa (excluding high income)","SSA","1971",NA,NA,321.8653374,297.390143,6.768122406,NA,NA,44.87617104,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1971",NA,NA,321.2100128,298.284068,6.759170416,NA,NA,44.92788517,NA
"Upper middle income","UMC","1971",NA,NA,261.9501342,1564.153994,4.961205305,NA,NA,60.38717227,NA
"World","WLD","1971",NA,NA,1200.154649,3760.508998,4.66926728,NA,NA,59.11046091,NA
"Afghanistan","AFG","1972",NA,NA,NA,11.791215,7.45,289.3,NA,38.461,4
"Albania","ALB","1972",NA,NA,568.4032016,2.243126,4.642,NA,NA,67.582,8
"Algeria","DZA","1972",NA,NA,142.8759276,15.28599,7.597,228.9,NA,51.201,12
"American Samoa","ASM","1972",NA,NA,NA,0.028567,NA,NA,NA,NA,16
"Andorra","AND","1972",NA,NA,NA,0.026892,NA,NA,NA,NA,20
"Angola","AGO","1972",NA,NA,100.5032846,6.248552,7.488,NA,NA,41.65,24
"Antigua and Barbuda","ATG","1972",NA,NA,NA,0.064133,3.327,26.9,NA,66.28,28
"Argentina","ARG","1972",NA,NA,925.3169217,24.653175,3.149,69.6,NA,67.078,32
"Armenia","ARM","1972",NA,NA,NA,2.650486,3.035,NA,NA,70.605,51
"Aruba","ABW","1972",NA,NA,NA,0.05984,2.691,NA,NA,69.851,533
"Australia","AUS","1972",NA,NA,3880.928891,13.177,2.744,20.3,NA,71.45756098,36
"Austria","AUT","1972",NA,2.299999952,3404.469208,7.544201,2.08,28.1,NA,70.46341463,40
"Azerbaijan","AZE","1972",NA,NA,NA,5.385263,4.681,NA,NA,63.457,31
"Bahamas, The","BHS","1972",NA,NA,NA,0.177866,3.472,31.3,NA,66.209,44
"Bahrain","BHR","1972",NA,NA,1963.736336,0.229155,6.094,61.9,NA,65.042,48
"Bangladesh","BGD","1972",NA,NA,10.65654765,66.625705,6.928,221.1,NA,46.507,50
"Barbados","BRB","1972",NA,NA,NA,0.241515,2.794,43.1,NA,69.149,52
"Belarus","BLR","1972",NA,NA,NA,9.188968,2.28,NA,NA,70.09241463,112
"Belgium","BEL","1972",NA,3.299999952,3612.355533,9.711115,2.09,21.9,NA,71.40512195,56
"Belize","BLZ","1972",NA,NA,NA,0.12715,6.284,88.6,NA,66.504,84
"Benin","BEN","1972",NA,NA,11.82822655,3.043567,6.823,253.5,NA,43.229,204
"Bermuda","BMU","1972",NA,NA,NA,0.0542,NA,NA,NA,NA,60
"Bhutan","BTN","1972",NA,NA,NA,0.316828,6.608,255.7,NA,40.735,64
"Bolivia","BOL","1972",NA,NA,174.0564114,4.68239,5.923,214.9,NA,46.441,68
"Bosnia and Herzegovina","BIH","1972",NA,NA,NA,3.851153,2.759,NA,NA,67.32,70
"Botswana","BWA","1972",NA,NA,NA,0.667092,6.582,114.4,NA,54.853,72
"Brazil","BRA","1972",NA,NA,499.0417375,99.859383,4.712,125.7,NA,59.739,76
"British Virgin Islands","VGB","1972",NA,NA,NA,0.010208,NA,NA,NA,NA,92
"Brunei Darussalam","BRN","1972",NA,NA,1675.796708,0.142022,5.5,45.9,NA,63.671,96
"Bulgaria","BGR","1972",NA,NA,2486.06609,8.5762,2.03,30.2,NA,70.8995122,100
"Burkina Faso","BFA","1972",NA,NA,NA,5.825173,6.697,307.1,NA,40.003,854
"Burundi","BDI","1972",NA,NA,NA,3.569666,7.271,249.1,NA,44.246,108
"Cabo Verde","CPV","1972",NA,NA,NA,0.271843,6.887,131.1,NA,54.745,132
"Cambodia","KHM","1972",NA,NA,NA,7.302111,6.175,NA,NA,36.676,116
"Cameroon","CMR","1972",NA,NA,155.5223994,6.867178,6.287,197.1,NA,47.593,120
"Canada","CAN","1972",NA,5.300000191,9803.558419,22.218463,1.98,19.9,NA,72.93390244,124
"Cayman Islands","CYM","1972",NA,NA,NA,0.010133,NA,NA,NA,NA,136
"Central African Republic","CAF","1972",NA,NA,NA,1.867782,5.951,213.2,NA,43.866,140
"Chad","TCD","1972",NA,NA,NA,3.81526,6.636,251.6,NA,42.264,148
"Channel Islands","CHI","1972",NA,NA,NA,0.123614,1.918,NA,NA,72.02,NA
"Chile","CHL","1972",NA,NA,787.8322282,10.103674,3.53,77.7,NA,63.555,152
"China","CHN","1972",NA,NA,163.9119288,862.03,5.035,100.7,NA,61.344,156
"Colombia","COL","1972",NA,NA,400.3743222,22.516429,4.857,90.4,NA,63.105,170
"Comoros","COM","1972",NA,NA,NA,0.239235,7.058,216,NA,46.557,174
"Congo, Dem. Rep.","COD","1972",NA,NA,158.7965701,21.121363,6.275,241.1,NA,44.545,180
"Congo, Rep.","COG","1972",NA,NA,57.58886103,1.406522,6.306,133.8,NA,51.514,178
"Costa Rica","CRI","1972",NA,NA,651.6923169,1.944169,4.177,64.5,NA,66.943,188
"Cote d'Ivoire","CIV","1972",NA,NA,104.1958466,5.576038,7.942,228.2,NA,45.824,384
"Croatia","HRV","1972",NA,NA,NA,4.450564,1.967,NA,NA,68.77873171,191
"Cuba","CUB","1972",NA,NA,514.9941637,9.025345,3.58,33.4,NA,70.787,192
"Curacao","CUW","1972",NA,NA,4312.504231,0.14771,NA,NA,NA,NA,531
"Cyprus","CYP","1972",NA,NA,1133.761572,0.627998,2.491,35.4,NA,73.067,196
"Czech Republic","CZE","1972",NA,NA,3595.796844,9.867632,2.09,NA,NA,70.17658537,203
"Denmark","DNK","1972",NA,NA,3346.825344,4.991596,2.03,14.9,NA,73.43902439,208
"Djibouti","DJI","1972",NA,NA,NA,0.179224,6.83,NA,NA,50.442,262
"Dominica","DMA","1972",NA,NA,NA,0.071731,5.5,45.6,NA,NA,212
